Unnamed: 0,item_id,name,category,price,old_price,sellable_online,link,other_colors,short_description,designer,depth,height,width
1503,70465538,VOLFGANG,Chairs,175,No old price,FALSE,https://www.ikea.com/sa/en/p/volfgang-stool-chrome-plated-gunnared-dark-grey-70465538/,No,        Stool,704.655.38 You sit comfortably thanks to the restful flexibility of the seat.You sit comfortably thanks to the padded seat.Velvet.The velvet reflects light in a characteristic way which may make the colour appear as if it changes.,43,85,53
1742,60248418,FÖRSIKTIG,Children's furniture,15,No old price,TRUE,https://www.ikea.com/sa/en/p/foersiktig-childrens-stool-white-green-60248418/,No,        Children's stool,K Hagberg/M Hagberg,24,13,37
1456,428974,NORRÅKER,Chairs,145,No old price,TRUE,https://www.ikea.com/sa/en/p/norraker-stool-birch-00428974/,No,"        Stool,          45 cm",J Karlsson/N Karlsson,29,45,45
432,19291650,KOLBJÖRN,Bookcases & shelving units,1265,No old price,TRUE,https://www.ikea.com/sa/en/p/kolbjoern-shelving-unit-with-2-cabinets-beige-s19291650/,No,"        Shelving unit with 2 cabinets,          171x37x161 cm",IKEA of Sweden,37,161,171
2211,49303393,VIMLE,Sofas & armchairs,1400,No old price,TRUE,https://www.ikea.com/sa/en/p/vimle-cover-for-corner-sofa-bed-4-seat-with-open-end-dalstorp-multicolour-s49303393/,Yes,"        Cover for corner sofa-bed, 4-seat",Ehlén Johansson,,,
1366,39279567,EKEDALEN / EKEDALEN,Chairs,2345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-dark-brown-orrsta-light-grey-s39279567/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,
2003,70267133,VÄDDÖ,Outdoor furniture,35.4,SR 59,TRUE,https://www.ikea.com/sa/en/p/vaeddoe-stool-outdoor-white-70267133/,No,"        Stool, outdoor",Henrik Preutz,33,46,36
1497,59254165,INGATORP / INGOLF,Chairs,2725,No old price,TRUE,https://www.ikea.com/sa/en/p/ingatorp-ingolf-table-and-4-chairs-white-nordvalla-beige-s59254165/,No,"        Table and 4 chairs,          110/155 cm",Ebba Strandmark/Carina Bengs,,74,87
1017,9265920,HAVSTA,Cabinets & cupboards,2980,No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s09265920/,Yes,"        Storage combination w glass doors,          203x47x212 cm",IKEA of Sweden,47,212,203
2858,99215695,LINNMON / KRILLE,Tables & desks,405,SR 475,TRUE,https://www.ikea.com/sa/en/p/linnmon-krille-table-beige-white-s99215695/,Yes,"        Table,          150x75 cm",Francis Cayouette/IKEA of Sweden,,74,75
2013,59292643,SJÄLLAND,Outdoor furniture,974,"SR 1,193",TRUE,https://www.ikea.com/sa/en/p/sjaelland-table-2-chairs-w-armrests-outdoor-dark-grey-halloe-black-s59292643/,Yes,"        Table+2 chairs w armrests, outdoor,          71x71x73 cm",David Wahl/IKEA of Sweden,,73,71
1613,80214549,MALM,Chests of drawers & drawer units,165,No old price,TRUE,https://www.ikea.com/sa/en/p/malm-chest-of-2-drawers-white-80214549/,Yes,"        Chest of 2 drawers,          40x55 cm",IKEA of Sweden,48,55,40
3247,60171433,GRUNDTAL,Trolleys,195,No old price,TRUE,https://www.ikea.com/sa/en/p/grundtal-trolley-stainless-steel-60171433/,No,"        Trolley,          48x24x77 cm",K Hagberg/M Hagberg,24,77,48
1108,397736,NORRARYD,Café furniture,395,No old price,TRUE,https://www.ikea.com/sa/en/p/norraryd-bar-stool-with-backrest-black-00397736/,No,"        Bar stool with backrest,          74 cm",Nike Karlsson,47,103,46
368,9294526,VITTSJÖ,Bookcases & shelving units,490,No old price,TRUE,https://www.ikea.com/sa/en/p/vittsjoe-storage-combination-black-brown-glass-s09294526/,No,"        Storage combination,          200x36x93 cm",Johan Kroon,36,93,200
889,99266053,HAVSTA,Cabinets & cupboards,1900,No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-storage-combination-w-glass-doors-dark-brown-s99266053/,Yes,"        Storage combination w glass-doors,          162x37x134 cm",IKEA of Sweden,37,134,162
1653,49277247,PLATSA,Chests of drawers & drawer units,456,SR 570,TRUE,https://www.ikea.com/sa/en/p/platsa-chest-of-3-drawers-white-fonnes-white-s49277247/,No,"        Chest of 3 drawers,          60x57x73 cm",Ola Wihlborg/IKEA of Sweden,57,73,60
3034,19221351,EKEDALEN / EKEDALEN,Tables & desks,2345,No old price,TRUE,https://www.ikea.com/sa/en/p/ekedalen-ekedalen-table-and-6-chairs-white-orrsta-light-grey-s19221351/,No,"        Table and 6 chairs,          180/240 cm",Ehlén Johansson,,,
188,59151271,SVÄRTA,Beds,1175,"SR 1,250",TRUE,https://www.ikea.com/sa/en/p/svaerta-loft-bed-frame-with-desk-top-silver-colour-s59151271/,No,"        Loft bed frame with desk top,          90x200 cm",Tord Björklund,,186,97
1725,9248006,NORDLI,Chests of drawers & drawer units,1080,"SR 1,350",TRUE,https://www.ikea.com/sa/en/p/nordli-chest-of-7-drawers-white-s09248006/,Yes,"        Chest of 7 drawers,          80x99 cm",Ola Wihlborg,47,99,80
3506,9305761,PAX,Wardrobes,2140,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-black-brown-stained-ash-effect-black-brown-mehamn-black-brown-stained-ash-effect-s09305761/,No,"        Wardrobe,          200x66x236 cm",Ehlén Johansson/IKEA of Sweden,66,236,200
1912,40076093,ANTILOP,Nursery furniture,25,No old price,TRUE,https://www.ikea.com/sa/en/p/antilop-highchair-tray-white-40076093/,No,        Highchair tray,IKEA of Sweden,,,42
2451,70304201,NORSBORG,Sofas & armchairs,280,SR 350,TRUE,https://www.ikea.com/sa/en/p/norsborg-cover-chaise-longue-section-finnsta-dark-grey-70304201/,Yes,        Cover chaise longue section,Ehlén Johansson,,,
1352,69161482,IKEA PS 2012 / JANINGE,Chairs,1795,No old price,TRUE,https://www.ikea.com/sa/en/p/ikea-ps-2012-janinge-table-and-4-chairs-bamboo-white-s69161482/,No,"        Table and 4 chairs,          138 cm",Jon Karlsson/John/Jonas/Petrus/Paul/Caroline,,74,80
3449,30236153,ORRNÄS,TV & media furniture,17,No old price,TRUE,https://www.ikea.com/sa/en/p/orrnaes-knob-stainless-steel-colour-stainless-steel-30236153/,No,"        Knob,          17 mm",IKEA of Sweden,30,,17
1586,69305174,NORDVIKEN / NORRARYD,Chairs,2535,"SR 2,795",TRUE,https://www.ikea.com/sa/en/p/nordviken-norraryd-table-and-4-chairs-white-black-s69305174/,No,"        Table and 4 chairs,          152/223x95 cm",Francis Cayouette/Nike Karlsson,,,95
2963,29046583,BEKANT,Tables & desks,6028,"SR 6,660",TRUE,https://www.ikea.com/sa/en/p/bekant-desk-combination-white-s29046583/,No,"        Desk combination,          280x120 cm",K Malmvall/E Lilja Löwenhielm,120,,
544,19030592,KALLAX,Bookcases & shelving units,615,No old price,TRUE,https://www.ikea.com/sa/en/p/kallax-shelving-unit-with-8-inserts-black-brown-s19030592/,No,"        Shelving unit with 8 inserts,          147x147 cm",IKEA of Sweden/Tord Björklund,39,147,147
1807,30298023,TROFAST,Children's furniture,15,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-box-orange-30298023/,No,"        Storage box,          42x30x23 cm",Studio Copenhagen,,23,30
3518,39218512,PAX,Wardrobes,1410,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-corner-wardrobe-white-grimo-white-s39218512/,No,"        Corner wardrobe,          111/111x236 cm",IKEA of Sweden/Ehlén Johansson/Ola Wihlborg,,236,110
2029,70418170,PRÄSTHOLM,Outdoor furniture,695,No old price,TRUE,https://www.ikea.com/sa/en/p/praestholm-bench-with-backrest-outdoor-grey-70418170/,No,"        Bench with backrest, outdoor",Ola Wihlborg,52,79,113
3516,39305788,PAX,Wardrobes,3460,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-wardrobe-white-mehamn-s39305788/,No,"        Wardrobe,          250x66x236 cm",IKEA of Sweden/Ehlén Johansson,66,236,250
3577,29330571,PAX / MEHAMN,Wardrobes,1725,No old price,TRUE,https://www.ikea.com/sa/en/p/pax-mehamn-wardrobe-combination-white-white-stained-oak-effect-s29330571/,No,"        Wardrobe combination,          150x44x236 cm",IKEA of Sweden/Ehlén Johansson,44,236,150
1171,40423578,VEDBO,Chairs,975,No old price,TRUE,https://www.ikea.com/sa/en/p/vedbo-armchair-gunnared-light-brown-pink-40423578/,Yes,        Armchair,Francis Cayouette,65,75,73
2624,70404366,LIDHULT,Sofas & armchairs,2396,"SR 2,995",TRUE,https://www.ikea.com/sa/en/p/lidhult-2-seat-section-grann-bomstad-dark-brown-70404366/,No,        2-seat section,Henrik Preutz,98,95,141
2753,70455412,KORNSJÖ,Tables & desks,195,No old price,TRUE,https://www.ikea.com/sa/en/p/kornsjoe-side-table-black-70455412/,No,"        Side table,          50x35 cm",Ebba Strandmark,35,63,50
761,89297663,JONAXEL,Bookcases & shelving units,670,SR 671,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-w-bskts-clths-rl-shlv-uts-s89297663/,No,"        Frame/w bskts/clths rl/shlv uts,          173x51x173 cm",IKEA of Sweden,51,173,173
1647,10421665,NORDMELA,Chests of drawers & drawer units,636,SR 795,TRUE,https://www.ikea.com/sa/en/p/nordmela-chest-of-4-drawers-black-blue-10421665/,No,"        Chest of 4 drawers,          159x50 cm",Ola Wihlborg,44,50,159
2909,90365458,TORSKLINT,Tables & desks,100,No old price,TRUE,https://www.ikea.com/sa/en/p/torsklint-leg-light-grey-90365458/,No,"        Leg,          70 cm",Jomi Evers,,70,
1608,75305709,RAST,Chests of drawers & drawer units,139,No old price,TRUE,https://www.ikea.com/sa/en/p/rast-chest-of-3-drawers-pine-75305709/,No,"        Chest of 3 drawers,          62x70 cm",IKEA of Sweden,30,70,62
346,40347886,EDVALLA,Bookcases & shelving units,25,No old price,TRUE,https://www.ikea.com/sa/en/p/edvalla-drop-handle-brass-colour-40347886/,No,"        Drop handle,          18 mm",Francis Cayouette,11,,33
2787,79000686,LINNMON / GODVIN,Tables & desks,275,No old price,TRUE,https://www.ikea.com/sa/en/p/linnmon-godvin-table-white-s79000686/,No,"        Table,          150x75 cm",IKEA of Sweden,,74,75
3361,10364066,LAPPVIKEN,TV & media furniture,31.5,SR 45,TRUE,https://www.ikea.com/sa/en/p/lappviken-door-drawer-front-light-grey-10364066/,Yes,"        Door/drawer front,          60x38 cm",IKEA of Sweden,,38,60
2540,59255706,GRÖNLID,Sofas & armchairs,3760,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-corner-sofa-3-seat-with-open-end-sporda-natural-s59255706/,Yes,"        Corner sofa, 3-seat",Francis Cayouette/Ehlén Johansson,98,104,235
1971,49256867,SOLLERÖN,Outdoor furniture,4783,No old price,TRUE,https://www.ikea.com/sa/en/p/solleroen-4-seat-conversation-set-outdoor-brown-froesoen-duvholmen-beige-s49256867/,Yes,"        4-seat conversation set, outdoor",Jonas Hultqvist/IKEA of Sweden/Eva Lilja Löwenhielm,,,
538,40390766,SULARP,Bookcases & shelving units,45.5,SR 65,TRUE,https://www.ikea.com/sa/en/p/sularp-leg-chrome-plated-40390766/,No,        Leg,Carl Öjerstam,38,10,
1350,49007217,GAMLEBY,Chairs,2475,No old price,TRUE,https://www.ikea.com/sa/en/p/gamleby-table-and-4-chairs-light-antique-stain-grey-s49007217/,No,"        Table and 4 chairs,          67 cm",IKEA of Sweden/Nike Karlsson,,74,78
2990,89281030,IDÅSEN,Tables & desks,1590,No old price,TRUE,https://www.ikea.com/sa/en/p/idasen-desk-brown-beige-s89281030/,No,"        Desk,          160x80 cm",Jon Karlsson,,,80
1080,89286513,BEKANT,Cabinets & cupboards,939,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-white-s89286513/,Yes,"        Storage unit with smart lock,          41x61 cm",Eva Lilja Löwenhielm/IKEA of Sweden,45,61,41
178,80411272,VITVAL,Beds,1295,No old price,TRUE,https://www.ikea.com/sa/en/p/vitval-bunk-bed-frame-white-light-grey-80411272/,No,"        Bunk bed frame,          90x200 cm",IKEA of Sweden,,162,97
2259,89300750,FLOTTEBO,Sofas & armchairs,2236,"SR 2,795",TRUE,https://www.ikea.com/sa/en/p/flottebo-sofa-bed-with-side-table-gunnared-medium-grey-s89300750/,Yes,"        Sofa-bed with side table,          120 cm",C Halskov/H Dalsgaard,120,79,200
1023,39275116,HAVSTA,Cabinets & cupboards,1395,No old price,TRUE,https://www.ikea.com/sa/en/p/havsta-glass-door-cabinet-with-plinth-grey-clear-glass-s39275116/,Yes,"        Glass-door cabinet with plinth,          121x37x134 cm",IKEA of Sweden,37,134,121
1138,90184047,MARIUS,Chairs,25,No old price,TRUE,https://www.ikea.com/sa/en/p/marius-stool-white-90184047/,No,        Stool,Ola Wihlborg,,,40
1593,89297229,NORRÅKER / RÖNNINGE,Chairs,1976,"SR 2,125",TRUE,https://www.ikea.com/sa/en/p/norraker-roenninge-table-and-4-chairs-birch-birch-s89297229/,No,"        Table and 4 chairs,          125x74 cm",J Karlsson/N Karlsson/Maja Ganszyniec,,,74
1831,80089239,TROFAST,Children's furniture,10,No old price,TRUE,https://www.ikea.com/sa/en/p/trofast-storage-box-white-80089239/,No,"        Storage box,          42x30x10 cm",Studio Copenhagen,,10,30
1965,49275903,ÄPPLARÖ,Outdoor furniture,2781,No old price,TRUE,https://www.ikea.com/sa/en/p/aepplaroe-4-seat-conversation-set-outdoor-brown-stained-froesoen-duvholmen-dark-grey-s49275903/,Yes,"        4-seat conversation set, outdoor",Eva Lilja Löwenhielm/IKEA of Sweden/K Hagberg/M Hagberg,,,
173,59250756,LAUVIK,Beds,2902,"SR 4,040",TRUE,https://www.ikea.com/sa/en/p/lauvik-divan-bed-hamarvik-firm-tuddal-dark-beige-s59250756/,Yes,"        Divan bed,          160x200 cm",Synnöve Mork/Ola Wihlborg/IKEA of Sweden,,120,160
2829,50196354,SUNDVIK,Tables & desks,140,SR 175,TRUE,https://www.ikea.com/sa/en/p/sundvik-childrens-table-grey-brown-50196354/,No,"        Children's table,          76x50 cm",IKEA of Sweden,,50,50
331,90394470,BOTTNA,Bookcases & shelving units,15,No old price,TRUE,https://www.ikea.com/sa/en/p/bottna-book-end-light-grey-green-anthracite-90394470/,No,        Book-end,K Hagberg/M Hagberg,,15,13
1044,10357004,KALLRÖR,Cabinets & cupboards,35,No old price,TRUE,https://www.ikea.com/sa/en/p/kallroer-handle-stainless-steel-10357004/,No,"        Handle,          405 mm",IKEA of Sweden,38,,
430,49061228,BESTÅ,Bookcases & shelving units,510,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-tv-bench-black-brown-s49061228/,Yes,"        TV bench,          120x40x48 cm",IKEA of Sweden,40,48,120
1779,60265163,BOLMEN,Children's furniture,22,No old price,TRUE,https://www.ikea.com/sa/en/p/bolmen-step-stool-white-60265163/,Yes,        Step stool,K Hagberg/M Hagberg,35,,44
1721,49276549,NORDLI,Chests of drawers & drawer units,620,SR 775,TRUE,https://www.ikea.com/sa/en/p/nordli-chest-of-2-drawers-white-s49276549/,Yes,"        Chest of 2 drawers,          40x99 cm",Ola Wihlborg,47,99,40
2067,70319288,YTTERÖN,Outdoor furniture,27,No old price,TRUE,https://www.ikea.com/sa/en/p/ytteroen-chair-cushion-outdoor-blue-70319288/,No,"        Chair cushion, outdoor,          35 cm",IKEA of Sweden,,,
2948,40219285,NORDLI,Tables & desks,425,No old price,TRUE,https://www.ikea.com/sa/en/p/nordli-bedside-table-white-40219285/,No,"        Bedside table,          30x50 cm",Ola Wihlborg,50,67,30
479,79286636,EKET,Bookcases & shelving units,2020,"SR 2,138",TRUE,https://www.ikea.com/sa/en/p/eket-cabinet-combination-with-legs-white-white-stained-oak-effect-light-grey-dark-grey-s79286636/,Yes,"        Cabinet combination with legs,          210x35x210 cm",IKEA of Sweden/Jon Karlsson,35,210,210
1660,29239497,NORDLI,Chests of drawers & drawer units,920,"SR 1,150",TRUE,https://www.ikea.com/sa/en/p/nordli-chest-of-6-drawers-white-s29239497/,No,"        Chest of 6 drawers,          120x54 cm",Ola Wihlborg,47,54,120
561,59297438,JONAXEL,Bookcases & shelving units,140,No old price,TRUE,https://www.ikea.com/sa/en/p/jonaxel-frame-with-wire-baskets-castors-s59297438/,No,"        Frame with wire baskets/castors,          25x51x73 cm",IKEA of Sweden,51,73,25
1517,80404672,VOLFGANG,Chairs,375,No old price,TRUE,https://www.ikea.com/sa/en/p/volfgang-chair-chrome-plated-gunnared-medium-grey-80404672/,No,        Chair,"804.046.72 You sit comfortably thanks to the restful flexibility of the seat.You sit comfortably thanks to the padded seat.This chair has been tested for home use and meets the requirements for durability and safety, set forth in the following standards: EN 12520 and EN 1022.",53,90,50
2989,59282583,BEKANT,Tables & desks,1295,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-desk-black-stained-ash-veneer-black-s59282583/,Yes,"        Desk,          120x80 cm",K Malmvall/E Lilja Löwenhielm,80,,
864,29286931,BEKANT,Cabinets & cupboards,1389,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-storage-unit-with-smart-lock-mesh-black-s29286931/,Yes,"        Storage unit with smart lock,          61x101 cm",Eva Lilja Löwenhielm/IKEA of Sweden,45,101,61
2292,10417852,VALLENTUNA,Sofas & armchairs,40,SR 50,TRUE,https://www.ikea.com/sa/en/p/vallentuna-cover-for-back-cushion-orrsta-olive-green-10417852/,Yes,        Cover for back cushion,IKEA of Sweden,13,60,80
2998,79006297,BEKANT,Tables & desks,4240,No old price,TRUE,https://www.ikea.com/sa/en/p/bekant-conference-table-white-s79006297/,Yes,"        Conference table,          280x140 cm",K Malmvall/E Lilja Löwenhielm,,73,140
324,20417205,STUK,Bookcases & shelving units,35,No old price,TRUE,https://www.ikea.com/sa/en/p/stuk-storage-case-pink-20417205/,No,"        Storage case,          55x51x18 cm",IKEA of Sweden,51,18,55
2722,40349263,LACK,Tables & desks,139,No old price,TRUE,https://www.ikea.com/sa/en/p/lack-nest-of-tables-set-of-2-black-white-40349263/,Yes,"        Nest of tables, set of 2",IKEA of Sweden,,,
3258,90399284,RIMFORSA,Trolleys,1995,No old price,TRUE,https://www.ikea.com/sa/en/p/rimforsa-work-bench-stainless-steel-bamboo-90399284/,No,"        Work bench,          120x63.5x92 cm",Ehlén Johansson,,92,63
2603,99277754,VALLENTUNA,Sofas & armchairs,4172,"SR 5,215",TRUE,https://www.ikea.com/sa/en/p/vallentuna-3-seat-modular-sofa-with-storage-murum-orrsta-black-olive-green-s99277754/,Yes,        3-seat modular sofa,Fredriksson/L Löwenhielm/Hilland/IKEA of Sweden,,84,266
1163,49228474,FANBYN,Chairs,275,No old price,TRUE,https://www.ikea.com/sa/en/p/fanbyn-chair-s49228474/,No,        Chair,492.284.74 Suitable for both indoor and outdoor use.You sit comfortably thanks to the chair's shaped back and seat.,,,
3271,39286855,BESTÅ / EKET,TV & media furniture,1578,No old price,TRUE,https://www.ikea.com/sa/en/p/besta-eket-cabinet-combination-for-tv-white-white-stained-oak-effect-s39286855/,Yes,"        Cabinet combination for TV,          300x42x210 cm",IKEA of Sweden/Jon Karlsson,42,210,300
61,20400691,BRIMNES,Beds,575,No old price,TRUE,https://www.ikea.com/sa/en/p/brimnes-bed-frame-with-storage-white-20400691/,No,"        Bed frame with storage,          90x200 cm",K Hagberg/M Hagberg,54,47,96
839,10409871,BRIMNES,Cabinets & cupboards,476,SR 595,TRUE,https://www.ikea.com/sa/en/p/brimnes-glass-door-cabinet-black-10409871/,Yes,"        Glass-door cabinet,          80x190 cm",K Hagberg/M Hagberg,35,190,80
1825,70451635,POÄNG,Children's furniture,45,No old price,TRUE,https://www.ikea.com/sa/en/p/poaeng-childrens-armchair-cushion-almas-beige-70451635/,No,        Children's armchair cushion,704.516.35 Easy to keep clean since the cushion can be machine washed.Recommended for ages from 3 years.Children’s armchair frame is sold separately.,,,39
254,49253185,STUVA / FRITIDS,Beds,995,No old price,TRUE,https://www.ikea.com/sa/en/p/stuva-fritids-cot-with-drawers-red-s49253185/,No,"        Cot with drawers,          60x120 cm",Ebba Strandmark,,86,66
2499,89256511,GRÖNLID,Sofas & armchairs,1260,No old price,TRUE,https://www.ikea.com/sa/en/p/groenlid-cover-for-corner-sofa-5-seat-ljungen-dark-red-s89256511/,Yes,"        Cover for corner sofa, 5-seat",Francis Cayouette,,,
